 298   775
 402   944
 506  1047
 610  1109
 715  1151
 819  1183
 923  1209
1027  1229
1131  1247
1235  1263
1340  1278
1444  1291
1548  1303
1652  1313
1756  1322
1860  1330
1965  1338
2069  1345
2173  1352
2277  1359
2327  1888
2400  1888
